state,state_full,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,latitude,longitude,state_yr,temp_min,temp_max,temp_min C,temp_max C
CO,Colorado,31000,55,1705000,443000,2,3410000,2011,39.7391667,-104.984167,CO_2011,23.33,70.25,-4.817,21.248
CT,Connecticut,0,0,0,0,0,0,2011,0,0,CT_2011,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2011,0,0,DE_2011,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2011,0,0,DC_2011,0,0,0,0
FL,Florida,180000,61,10980000,988000,1.68,18446000,2011,30.4518,-84.27277,FL_2011,56.43,84.33,13.571,29.074
GA,Georgia,65000,43,2795000,196000,1.65,4612000,2011,-84.27277,-84.39,GA_2011,42.79,83.16,5.997,28.42
HI,Hawaii,9000,74,666000,246000,3.65,2431000,2011,21.30895,-157.826182,HI_2011,70.71,75.58,21.505,24.213
ID,Idaho,87000,36,3132000,1879000,1.78,5575000,2011,43.613739,-116.237651,ID_2011,22.62,65.88,-5.21,18.82
IL,Illinois,7000,50,350000,98000,3.9,1365000,2011,39.78325,-89.650373,IL_2011,23.34,80.85,-4.81,27.138
IN,Indiana,8000,51,408000,147000,2.14,873000,2011,39.790942,-86.147685,IN_2011,24.21,80.26,-4.33,26.81
IA,Iowa,25000,62,1550000,961000,1.96,3038000,2011,41.590939,-93.620866,IA_2011,15.84,79.53,-8.977,26.404
KS,Kansas,7000,44,308000,117000,2.15,662000,2011,-93.620866,-95.69,KS_2011,27.45,85.8,-2.53,29.891
KY,Kentucky,4000,39,156000,12000,3.17,495000,2011,38.197274,38.197274,KY_2011,30.27,80.72,-0.96,27.067
LA,Louisiana,36000,77,2772000,471000,1.67,4629000,2011,30.45809,-91.140229,LA_2011,47.17,87.19,8.426,30.663
ME,Maine,4000,30,120000,17000,1.98,238000,2011,44.323535,-69.765261,ME_2011,16.25,67.72,-8.752,19.843
MD,Maryland,0,0,0,0,0,0,2011,38.972945,-76.501157,MD_2011,30.14,79.58,-1.031,26.434
MA,Massachusetts,0,0,0,0,0,0,2011,0,0,MA_2011,0,0,0,0
MI,Michigan,74000,64,4736000,2084000,1.81,8572000,2011,42.7335,-84.5467,MI_2011,17.73,72.82,-7.928,22.68
MN,Minnesota,120000,53,6360000,2099000,1.63,10367000,2011,44.95,-93.094,MN_2011,5.87,73.2,-14.519,22.89
MS,Mississippi,18000,115,2070000,104000,1.53,3167000,2011,32.32,-90.207,MS_2011,42.97,84.22,6.095,29.011
MO,Missouri,8000,43,344000,76000,2.14,736000,2011,38.572954,-92.189283,MO_2011,26.74,83.7,-2.924,28.722
MT,Montana,145000,92,13340000,3202000,1.7,22678000,2011,46.595805,-112.027031,MT_2011,16.3,67.08,-8.725,19.488
NE,Nebraska,41000,59,2419000,653000,1.75,4233000,2011,40.809868,-96.675345,NE_2011,20.41,78.76,-6.437,25.975
NV,Nevada,0,0,0,0,0,0,2011,39.160949,-119.753877,NV_2011,30.01,73.08,-1.106,22.82
NH,New Hampshire,0,0,0,0,0,0,2011,0,0,NH_2011,0,0,0,0
NJ,New Jersey,11000,41,451000,135000,3.7,1669000,2011,40.221741,-74.756138,NJ_2011,26.71,77.6,-2.939,25.333
NM,New Mexico,7000,56,392000,153000,1.69,662000,2011,35.667231,-105.964575,NM_2011,31.02,77.07,-0.542,25.04
NY,New York,49000,56,2744000,1235000,1.96,5378000,2011,42.659829,-73.781339,NY_2011,19.58,72.8,-6.901,22.669
NC,North Carolina,14000,62,868000,95000,2.83,2456000,2011,35.771,-78.638,NC_2011,36.82,80.57,2.675,26.985
ND,North Dakota,460000,71,32660000,7512000,1.67,54542000,2011,48.813343,-100.779004,ND_2011,6.71,72.06,-14.052,22.257
OH,Ohio,15000,66,990000,228000,2.34,2317000,2011,39.962245,-83.000647,OH_2011,24.03,78.57,-4.428,25.871
OK,Oklahoma,0,0,0,0,0,0,2011,35.482309,-97.534994,OK_2011,35.39,89.96,1.886,32.2
OR,Oregon,60000,34,2040000,755000,1.68,3427000,2011,44.931109,-123.029159,OR_2011,32.62,66.2,0.343,19
PA,Pennsylvania,24000,44,1056000,306000,2.55,2693000,2011,40.269789,-76.875613,PA_2011,23.24,75.62,-4.866,24.231
RI,Rhode Island,0,0,0,0,0,0,2011,0,0,RI_2011,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2011,34,-81.035,SC_2011,41.41,83.37,5.226,28.537
SD,South Dakota,250000,66,16500000,4290000,1.7,28050000,2011,44.367966,-100.336378,SD_2011,13.56,76.64,-10.247,24.799
TN,Tennessee,7000,44,308000,68000,2.93,902000,2011,36.165,-86.784,TN_2011,34.11,80.76,1.171,27.09
TX,Texas,78000,58,4524000,633000,1.78,8053000,2011,30.266667,-97.75,TX_2011,44.82,88.52,7.121,31.401
UT,Utah,23000,39,897000,170000,1.75,1570000,2011,40.7547,-111.892622,UT_2011,25.17,72.33,-3.796,22.405
VT,Vermont,4000,43,172000,43000,2.31,397000,2011,44.26639,-72.57194,VT_2011,16.45,70.01,-8.64,21.116
VA,Virginia,4000,40,160000,21000,4.07,651000,2011,37.54,-77.46,VA_2011,32.35,78.95,0.197,26.081
WA,Washington,71000,38,2698000,836000,1.93,5207000,2011,47.042418,-122.893077,WA_2011,30.86,65.06,-0.634,18.366
WV,West Virginia,4000,53,212000,45000,2.57,545000,2011,38.349497,-81.633294,WV_2011,27.7,76.62,-2.39,24.79
WI,Wisconsin,57000,63,3591000,1508000,1.89,6787000,2011,43.074722,-89.384444,WI_2011,13.13,73.85,-10.486,23.248
WY,Wyoming,35000,54,1890000,265000,1.72,3251000,2011,41.145548,-104.802042,WY_2011,18.49,67.86,-7.508,19.922
PR,Puerto Rico,0,0,0,0,0,0,2011,0,0,PR_2011,0,0,0,0
AL,Alabama,8000,54,432000,65000,2.47,1067000,2012,32.361538,-86.279118,AL_2012,50.52,82.61,10.29,28.119
AK,Alaska,0,0,0,0,0,0,2012,0,0,AK_2012,0,0,0,0
AZ,Arizona,22000,46,1012000,253000,1.79,1811000,2012,33.448457,-112.073844,AZ_2012,41.72,80.98,5.398,27.21
AR,Arkansas,25000,63,1575000,189000,1.98,3119000,2012,34.736009,-92.331122,AR_2012,44.81,84.93,7.115,29.407
CA,California,330000,35,11550000,3119000,1.94,22407000,2012,38.555605,-121.468926,CA_2012,42.91,77.73,6.062,25.407
CO,Colorado,25000,48,1200000,468000,2.07,2484000,2012,39.7391667,-104.984167,CO_2012,25.16,70.96,-3.802,21.644
CT,Connecticut,0,0,0,0,0,0,2012,0,0,CT_2012,0,0,0,0
DE,Delaware,0,0,0,0,0,0,2012,0,0,DE_2012,0,0,0,0
DC,District of Columbia,0,0,0,0,0,0,2012,0,0,DC_2012,0,0,0,0
FL,Florida,193000,64,12352000,1235000,1.84,22728000,2012,30.4518,-84.27277,FL_2012,60.81,82.66,16.006,28.145
GA,Georgia,59000,51,3009000,181000,1.92,5777000,2012,-84.27277,-84.39,GA_2012,50.91,82.9,10.506,28.275
HI,Hawaii,10000,75,750000,263000,4.15,3113000,2012,21.30895,-157.826182,HI_2012,69.84,75.37,21.023,24.095
ID,Idaho,92000,32,2944000,530000,1.63,4799000,2012,43.613739,-116.237651,ID_2012,24.82,68.31,-3.987,20.171
IL,Illinois,7000,61,427000,145000,3.55,1516000,2012,39.78325,-89.650373,IL_2012,32.25,82.68,0.139,28.156
IN,Indiana,8000,59,472000,203000,2.54,1199000,2012,39.790942,-86.147685,IN_2012,32.78,81.43,0.432,27.461
IA,Iowa,37000,61,2257000,1196000,2.17,4898000,2012,41.590939,-93.620866,IA_2012,27.29,81.1,-2.616,27.277
KS,Kansas,6000,55,330000,125000,2.28,752000,2012,-93.620866,-95.69,KS_2012,34.7,85.41,1.5,29.673
KY,Kentucky,5000,51,255000,41000,3.15,803000,2012,38.197274,38.197274,KY_2012,38.67,81.69,3.707,27.608
LA,Louisiana,41000,86,3526000,141000,1.83,6453000,2012,30.45809,-91.140229,LA_2012,55.56,83,13.089,28.336
ME,Maine,4000,34,136000,24000,2.39,325000,2012,44.323535,-69.765261,ME_2012,18.74,67.81,-7.368,19.895
MD,Maryland,0,0,0,0,0,0,2012,38.972945,-76.501157,MD_2012,37.87,79.64,3.263,26.469
MA,Massachusetts,0,0,0,0,0,0,2012,0,0,MA_2012,0,0,0,0
MI,Michigan,73000,57,4161000,1332000,2.03,8447000,2012,42.7335,-84.5467,MI_2012,25.96,73.59,-3.354,23.108
MN,Minnesota,125000,67,8375000,1591000,1.92,16080000,2012,44.95,-93.094,MN_2012,17.12,74.84,-8.267,23.8
MS,Mississippi,18000,118,2124000,64000,1.77,3759000,2012,32.32,-90.207,MS_2012,51.57,83.08,10.874,28.375
MO,Missouri,7000,53,371000,108000,2.8,1039000,2012,38.572954,-92.189283,MO_2012,36.34,84.7,2.409,29.279
MT,Montana,145000,52,7540000,2413000,1.95,14703000,2012,46.595805,-112.027031,MT_2012,21.39,70.92,-5.896,21.623
NE,Nebraska,43000,65,2795000,1146000,1.93,5394000,2012,40.809868,-96.675345,NE_2012,27.82,81.18,-2.323,27.32
NV,Nevada,0,0,0,0,0,0,2012,39.160949,-119.753877,NV_2012,30.86,74.62,-0.631,23.677
NH,New Hampshire,0,0,0,0,0,0,2012,0,0,NH_2012,0,0,0,0
NJ,New Jersey,14000,33,462000,51000,1.97,910000,2012,40.221741,-74.756138,NJ_2012,34.94,77.45,1.636,25.251
NM,New Mexico,5000,52,260000,99000,3.39,881000,2012,35.667231,-105.964575,NM_2012,35.68,74.96,2.046,23.867
NY,New York,51000,51,2601000,988000,2.23,5800000,2012,42.659829,-73.781339,NY_2012,26.79,72.76,-2.897,22.646
NC,North Carolina,13000,39,507000,106000,3.76,1906000,2012,35.771,-78.638,NC_2012,44.5,81.07,6.947,27.262
ND,North Dakota,480000,69,33120000,5962000,1.92,63590000,2012,48.813343,-100.779004,ND_2012,13.53,74.93,-10.262,23.849
OH,Ohio,18000,60,1080000,410000,2.46,2657000,2012,39.962245,-83.000647,OH_2012,32.52,78.67,0.287,25.93
OK,Oklahoma,0,0,0,0,0,0,2012,35.482309,-97.534994,OK_2012,42.56,86.74,5.866,30.409
OR,Oregon,60000,32,1920000,845000,2.16,4147000,2012,44.931109,-123.029159,OR_2012,32.14,67.52,0.077,19.733
PA,Pennsylvania,16000,60,960000,269000,2.57,2467000,2012,40.269789,-76.875613,PA_2012,30.89,75.34,-0.617,24.076
RI,Rhode Island,0,0,0,0,0,0,2012,0,0,RI_2012,0,0,0,0
SC,South Carolina,0,0,0,0,0,0,2012,34,-81.035,SC_2012,49.27,83.51,9.596,28.614
SD,South Dakota,260000,63,16380000,3604000,1.95,31941000,2012,44.367966,-100.336378,SD_2012,21.87,79.51,-5.629,26.397
TN,Tennessee,6000,61,366000,59000,2.93,1072000,2012,36.165,-86.784,TN_2012,42.44,81.29,5.799,27.383
TX,Texas,92000,52,4784000,718000,2,9568000,2012,30.266667,-97.75,TX_2012,50.23,84.1,10.127,28.942
UT,Utah,25000,38,950000,209000,1.87,1777000,2012,40.7547,-111.892622,UT_2012,27.36,72.8,-2.58,22.669
VT,Vermont,4000,60,240000,53000,2.39,574000,2012,44.26639,-72.57194,VT_2012,21.89,69.59,-5.615,20.883
VA,Virginia,4000,41,164000,23000,3.77,618000,2012,37.54,-77.46,VA_2012,39.42,79.66,4.122,26.479
WA,Washington,62000,41,2542000,1017000,2.38,6050000,2012,47.042418,-122.893077,WA_2012,30.61,66.39,-0.77,19.106
WV,West Virginia,6000,48,288000,95000,2.91,838000,2012,38.349497,-81.633294,WV_2012,35.33,76.97,1.848,24.982
WI,Wisconsin,60000,69,4140000,1863000,2.05,8487000,2012,43.074722,-89.384444,WI_2012,21.8,75.48,-5.667,24.157
WY,Wyoming,50000,51,2550000,459000,1.87,4769000,2012,41.145548,-104.802042,WY_2012,22.33,70.45,-5.374,21.363
PR,Puerto Rico,0,0,0,0,0,0,2012,0,0,PR_2012,0,0,0,0
